dataset_version,manifest_version,source,source_role,path,label,split,valid,related_group,sha256,perceptual_hash,width,height,image_format
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00227.png,3rB4AG,train,True,group-68d2bef96427aef9,b9d3b4769b8ffd1351eadf64b97b325812d74c24df4ece78f834e22ee2d35105,cb5bbca406fe2213,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00228.png,YHT2P7,train,True,group-1ca15252579b1e09,82e6464dd170dcf9805e9bd1925f8d16e4a5c58ecd81b6b6bd7780e121aff92b,bc61c39e1c5b5964,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00229.png,X73HQ4,validation,True,group-f89eb8d9c073b038,11caa6546a1d0f02ddf7c35af3f4b739ec807c0d91689a55c4c3ad046b6027b9,edfb96141094da2b,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00230.png,TL7FTE,train,True,group-0d58f3f3e1916a81,181d8ad4775462057545730f7c85a4f7af9fb05db5d3eea385f2d250be6931c3,eb4694b564694b96,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00231.png,S7pNZe,train,True,group-e2cf12e2481a0e94,41fa409ff7d771aa1e679edac2f428f26f96d83c46fc50499409f41d7f4c09aa,e936d6c96143167a,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00232.png,eHHaW5,train,True,group-b972398c36b1ebe3,69a4013527e9df2f232e6720c420a5ba02d137587fe2dccfb20d04c0741d84cb,eb3d94c403da72b1,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00233.png,X4T4T4,train,True,group-08c33d8ec80a7987,ec127a09c75c03edae4e2020a1edf123012e03d692ba7011a690dbe575dcfc88,cc5a83a7347c4c5b,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00234.png,QrTLWA,train,True,group-7a0672cec8078120,531997d0f4b9d9080054ece6988b1590514453c577d79befbdc0f5a4396fd8e5,c871b3856c9bea46,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00235.png,7KdaTG,train,True,group-0734d8c8f2db1f9f,942900d15b0047d6b9b7897f418190b6edfe681e8e2443670dcf601ae01bde9e,9e83e1f6664d3984,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00236.png,AN3QYB,train,True,group-1adfd9f2eac0aeff,ee1cc320fd5d03c4073d4b4f8bbb39668a3d555538bd0f456e6e9aab07ef33c8,e53c9893667461cb,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00237.png,baa7AP,train,True,group-7053c2b13e602619,d0d052a7647d370bc91a8806064f9bbaffcd05b3fa183de502e8ac07fa208405,e88db7d607391925,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00238.png,PAMELa,train,True,group-32af4c595aa2f8b4,2f1a0747c528b6557a50a3ad84c694452ff58d16fc7a61e58c920f7bd07e6be4,b72eccd1299cc991,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00239.png,WdfePL,train,True,group-c410b1b0d671613e,1f04c7ef324066135812b15f493dcc22815a320a8aacdc4d6a58e416f42b42a9,898cf63b6d5c0b13,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00240.png,aaLTHA,train,True,group-8ec3841604db979a,b7e1486f7d9b9adceb726bff163f8176b4790c1539c2e8ca7d2b81187213364c,cb16a0eb39c19c6b,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00241.png,4SGT2c,validation,True,group-87a09c3a5a7dce08,2cd85f645b5cc5b6016e3df5be4302933716c04e0c44ec49aa14ef90ac721c5b,f5a0da1f746e1119,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00242.png,QWGA6a,train,True,group-7124371a57bd03dd,81771aae98b87578c517fe5be6837e0c83ddd392b4c23e6855ed86c25016c1fc,9fa4c11fa60b34ec,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00243.png,W4EdHE,train,True,group-6d14ff17b7a787ac,1171737fa152d8853d347e42e8cfc8f76ecb32c25f2b39b13abd4bc3aab265a4,9a78cd87368b3370,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00244.png,MMT8eF,train,True,group-642a8a29047a5723,29fdfdaf1dc1cc1f14acefde0290ba38dbed8cb1b5c83b31758325d2740cc13c,bd39d3c60c0c3cb9,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00245.png,FQTC7B,train,True,group-d856b98b955df891,54613b03ee5e4972e4a543d5c3ee2e496cf740e49c9b876bb544133b6c8f6291,deecc11333932c69,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00246.png,FYNTY7,train,True,group-543a80cc7629721c,4b247dc37ddc2d5d3554886709c58846c7f7cbbe1b4eccc5801818e7f3925b07,ac81863c6c6bd3f4,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00247.png,N4KaYa,validation,True,group-d20111b905004ab4,8d08f2e0facab7e3cad5ea78a7e4354b68ab575f9d2366cd2d77aa99be561a81,9dfbc20414bf6949,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00248.png,HQCaTp,train,True,group-4b2379b90d2e0282,25c669995a237f379613cd978a425f0c67b6b43ed9b960c70c77772602f7f6a3,9da2e35d282a77c4,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00249.png,W6Q4RB,train,True,group-b0610a67091ed125,274e3222fef321368b27290e5fac45b54387e664708534785236e4b1c23d883a,c9b2a64d1b4e5ca6,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00250.png,5TGCF3,train,True,group-26b7066e1f21cbc8,9b535bcbc0389685a1fd8ea21b7a22aa0ddcf82c468a736270016616789a10ea,b25385ec3becc518,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00251.png,rddXXe,validation,True,group-28765b8a473019e3,cf274c7fa76234928aa2f0dc44296430f67ac9a73245edf2434a1d86ca91a301,e4899e76418e516f,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00252.png,XaFb3X,train,True,group-960c75a83b402ede,c9a7295f33459e5a9be536deec827a402d3a65851f7d5e48c6afc151c2d4c79d,93a1ec5e1cdb2b11,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00253.png,TF4XR6,train,True,group-551c7ca444f1c7e0,263fc710e347506d32db021f71fb7aed83b670727669382fa7702d010ee91970,d6a4a95b02d7742e,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00254.png,XAQ7R6,train,True,group-8762150ec94973bc,5336610b74a03a28eb47f443d701d1211e84dbd42eb3d7d5ab318e36e770cd61,9983ce5c74ec7033,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00255.png,WHEGN4,train,True,group-8ae6c43e3818faf9,60852b362e2edecd0c3fd68372d080ba464d79e7d0274c0245cafd545d9b6007,84eceb1374079af2,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00256.png,cLNLEN,validation,True,group-1253bb9e205eef52,32ecf2c06beb466e81cf90a472eae63d8d5d6edf2aa5e58d2bfcb76106b70e89,d0bba44c5fe29c0d,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00257.png,T647XN,train,True,group-7ffa2fabffb0b6aa,2db7e27b004e6bdd773a4d339ecde126f234126f2b129b5406c84089b6b70f79,8d26f2df7c600687,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00258.png,HQELcG,train,True,group-aa62c7cbb35eb6fc,f63540ce554191fa98967b64daff63a3ac93c8e70ece3bf63f1315cddef5798f,9a02c5fd1dba3887,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00259.png,6Ze5FS,train,True,group-8ce5caad0c9682fe,bf29aeded8102c2ccc22c6224ea93d4a46de4eaf817215ed871ae12afe24e3af,a44bdb3131be46c5,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00260.png,T6YeBB,train,True,group-38193bbf9621afe0,d3455694b72024ea9ed813c1ffbf5f7567b9406a968091f2f21d85564d587490,cf4692b964ec68e2,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00261.png,dYS4bW,train,True,group-b13da58388483de3,be9abe852f457043f859477cd9430d6a8036f296476b8272bc12b636e61e8ac3,ffd1802c1bd323ac,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00262.png,dAZN8W,train,True,group-bb3b2cb29ba6fb07,c9e02105e79398a4febfaad96103c51f497c698094203ff2bfac066814af08ef,d266a1995e319dc5,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00263.png,MpZ5Zb,train,True,group-6864e4e4f13e9954,35beab8fcb79db4c66f5d641b7b31e5dcd6e63d65d2c45b85580e52ae48ad54d,b3a3ec5c198b0774,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00264.png,4daQYQ,validation,True,group-6251e3fa6014f2ab,b2bbba0d12b63cd9ab7014c8c6eacfff0c87fe368baf86e79e4bb35f74e7d1df,e6ac99531c5c2fa4,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00265.png,QW8BW7,train,True,group-9c1f155359c86658,d228232d8cef81f8b154749acc4907472dd2685c198317dd06b4a46b6cd49364,a7e39a1c610e6ab3,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00266.png,GE5MWK,train,True,group-9d1803f46a8274a2,19a218fa37d6c9e59097761f22cc3a0d7bd394812f650d3582860d862972a192,e6649c93d1939e98,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00267.png,r5eQWd,train,True,group-62a5688f3cba66f1,ef9e0331b04c014b6c2b3980c2a27d01d450460bc31493e0f4197198dc6b68b0,acc696394d9a432f,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00268.png,BGGQWB,train,True,group-e5e908639d0270e3,11ab9f06b10c593afd9fb91c8d9ba5962bc7a9dd5d680a377e26bae067af6a39,c78ba4f44fe2584c,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00269.png,HA5Qd6,train,True,group-472c2fe6dc3af2e5,4f821271943e7a82a65865e8b04d6d0f9efec6a8dfa09ed7eb7e82b685eab889,b489c67728719b66,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00270.png,b4LXA8,train,True,group-0af98d6a390607c4,da0d39499dfab4b249fd71b199b9f23985cf5ada8c01e5333b750ef20c3a2f97,e2ec851b59b1724e,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00271.png,Ne54WK,train,True,group-10a42621a6c0d92f,7ccf46b8350b1a556e649b8742a5ec696064f90f404caf16ec68338efd5c5fc3,eb96cc6c16693386,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00272.png,Gb4YrL,train,True,group-fbb0e0b4d72755c3,248e5aeafa27685336b94b377e4ab6623325a9f1e3174b5062d6f65181a2a4c0,9263ed9c829217ee,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00273.png,PR7L5W,train,True,group-47d5586959cba313,1181481fba6283ba6d058fcb0ab2a806b32340707c86546bfdce9acec868934a,d659e9260b6633d1,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00274.png,KB22XY,train,True,group-65ee5543ead6248d,25bc82a1d9517d6cfc9f4f968f4b57c59a0bb1e934142936faf5c220059cd7a0,ad3ed3c100ce6774,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00275.png,pHdEXN,train,True,group-358c4dc0f51a76e5,7084c951deb8a4cdb81493c16053c7c28fd39cd93399031a65ecad0d90d91fc6,d65ab9a6270d099b,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00276.png,arQ8X3,train,True,group-78c64a9cf02fbc53,317c07a858ad0ccbe04f61785ae99a140ccee9edadad5d815318917d696c15e4,e1ba9e45704e3393,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00277.png,PT2B7a,train,True,group-82170843fc6161fd,617cec1b1aa84c64760e8e153c0fe1497ada7f45eb7a75ff8f07284218e0ae87,e555d2a22e2a39d9,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00278.png,3FcY3Q,train,True,group-a8559787db066f49,7fcbadf90c5291b504fc358305f377cbc84ab8652ae3a086a5acc4ac4ab8f82b,d9b3c5463cd8b071,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00279.png,ALK4PS,train,True,group-06be3edb91698289,eb39f85bcdceeb44e68ee5055c6d79c6ede851e7101812d08ff49c6a51eaed4b,b38ef4f90a730c19,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00280.png,d27ZH6,train,True,group-9e8004fb1b624951,d92739f4bbea2403237051158e559cf4912b3c198d3090bcc28c8ebf314d5c32,ee91914e5a2d6633,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00281.png,MAZa6M,train,True,group-2551fc50bdd6e129,14c764b2b14a01992a8ca9c13575cd33bdc721e5ca3c7208f345b3e30c69860c,9df9e01658fc8c85,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00282.png,Bt3Ypc,train,True,group-811f8f6708c20af9,41bed22513386504056bc89660b8b792cc2bec7f6cbcee25b9e41ea95e77681a,9c7e8c2162c3d357,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00283.png,TZWcSd,train,True,group-381c192578af5a61,799a2c395ad381bd5ba9e9ac3a374270984a78e40ed426021caf8eca5a9f886c,bf6cc4910387fa38,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00284.png,E47LRR,train,True,group-7a08900b8133736c,49df6907a7f0dea9247cc18ebb96e24079f866631cc5326148a2e3266a0c45a9,94c3fe1c41c70f78,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00285.png,H86NbY,train,True,group-62074dec2cace4a0,c6d539733ca394753dd5fc3d983e70295ef338f45348f29c1702e236dec1b379,b1018efc6756712b,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00286.png,NAPQee,train,True,group-67d79007024e9ccd,4ca12b7f0ec3d6a67be0ccecb10ffaa8fac778a2b5ce5fc1c18aac44eab85a28,b539e9c61aa606d9,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00287.png,7EW73N,validation,True,group-52f915d82fd4d56d,9d31a144051b5c468d22660e01b3b5c2401e862646bcf53209a9bf24f07f953f,f046a7b94cb8494f,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00288.png,M7KeA8,train,True,group-ce967bcc9f8c0357,5b9c86a73e3051e3934edb3ac19db8e1cdd8eb40ff566ca34783c6f0f5305eb3,93a5ecda3dde0c01,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00289.png,K645dE,train,True,group-a99ec48c076422ca,100799f43f31fd987976efb0d9b60143f96ff70a913310f15c25a804dbca0eef,a2a4dc5b11f9f50a,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00290.png,3LBpCr,validation,True,group-aca8bb2fae05db59,6deb741abaf9a2dcf544dac1b2e59fc7dfad0d7e77fbee78094356f5c38ec6ec,a7ced93124f61e09,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00291.png,6LYS2a,train,True,group-d793d1e28ae7524e,32e3a5e5d02ad0f354cda78519e630ebab161fa91d17dfd6b8f329c0a21ae70e,cee4991b701bc536,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00292.png,SFaE7Q,train,True,group-5449b67ff5122318,e9ced4ddd33165fabe8e266039d89b746e333be4a96be21a89d53a8ba3f9d8b4,ca36b5cb61a59742,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00293.png,aLRSSH,validation,True,group-93d077a813b2f9c2,1571342d6a806e8a8ba05c9e2aaa45fda6437287721e982b21fd5e02189d8622,d4a9de5403362dd9,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00294.png,8XFKTr,train,True,group-ed19a656f2a5d782,57aea395e202151c767ade93ea138395979a462f8d59d23e5cde68a62329ee4e,a666d989229b1767,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00295.png,GLMr4C,train,True,group-c251f4a0490ffefc,6aeca4814a3fca956e281f6660ce0aa0424be415e11245ae2d34ab55c2915154,938fccf23774a0c8,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00296.png,AYRbPe,train,True,group-a55d7b29bb5f6fb5,60a042e8cc0d6edf0c4c32c5abecd55f403c75d9b2a844dcd4a8a868eaf8a494,ad09e4f2131f7ac4,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00297.png,ZRFZQY,train,True,group-f5ce9232f10a34c0,f078a2cc0e5df01a22d5f9008858a278cf971c4df2fba9534f7db7fddc46ff7b,8823a69c45fcf959,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00298.png,8Lb4QR,validation,True,group-3c5d06fdc8df7704,511d2d16d297f3fb9a0bc973492c25e1338d7cef1cdfcbe4f67f490ed71e0821,cde893176c91e417,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00299.png,254dF7,validation,True,group-844d2be077c07291,242a63064b6f9444cb1cf10e764ff000957fb5ff100bc1106c1bdbf0163bcd42,b87ec68171fb4b04,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00300.png,XdRT82,train,True,group-58da4895a9f1ecda,0c55cd7760788e1482ede89f672317d0adff870fe9e3367ac23055aae16b2d53,dbdcb43b62944943,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00301.png,NPXZ4S,train,True,group-44303639216ac22a,2b8ff559d69ded29b24391e044f920cfc54cd6ac7d7b736facdb6bb5a57395cb,860c99f1669bd9d4,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00302.png,rb7A3P,train,True,group-612ccd000021de67,2485d4eba8fb06d3ae1c0bc4cbb3ea070c160e46749df88eadd41918c3a2db3a,f6b3b94c4598a68c,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00303.png,QY8QbE,train,True,group-61418699248fb2ab,1411f3d932fb9ddced03c202e3ba7f6c327e6bcaa7adab07624f615a71f5a377,c713a8ec1fe45855,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00304.png,45MBK7,train,True,group-04e09d84dae7ae0a,e9f6256297c91c8cd7c90b0b1ae0d666ac80126bd2d87138f8f31dca78f3eb2c,ef93b46c114c4ba6,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00305.png,M83XSr,train,True,group-36756bbff21c90af,8f05ab38d1def52ad40fb39cc7bcf4322086e35182038368b67360059990a607,9abcd5032f61439e,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00306.png,WG52pE,train,True,group-64c1fb503d8fc7a4,74b9ba58f8c9fce01983ecd36ff89a982a170329e1c871f8df36e7ab2bbc4713,a8b9db0634a693d3,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00307.png,6Y6HHA,train,True,group-c764ed38a38a5add,073b74755464d1b183834c55e02ed429a3d934bdce832e96a571617c240ec456,dcb89147607d3e98,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00308.png,ELQrLM,validation,True,group-bdadab6f2736e288,fd530720901805232d62f34fed075a4d3b9542e9f2a19f20e236b11327992106,d3a9ac56798e8631,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00309.png,RpH6KL,train,True,group-2880df218790b99e,8c3d0473baa01549e7db605c7f289cef031f580e1a81c300d611a32c7455bfcf,a824c7db1c9959f2,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00310.png,Qe8XEp,train,True,group-0f2cc176b864cab0,cfcf534c51bde133d7ee5dca83e28989f7e67249ef3d8f15cb9f52c06e2a0522,e699b95654e2c907,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00311.png,beE6F5,validation,True,group-374c6890cadf99b6,ed85383bd91e64a02493265f7dbf879865e94577460c65bc6413a4ecfa2b3d77,d5d4aaeb19217a1a,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00312.png,BTAEGY,train,True,group-224580d4292c4a10,3181054e8192813bb7450588303c8f719abadbb4834a1b423220ed7897a910ce,c359f48668adbc0e,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00313.png,d7ZTYG,train,True,group-84abbfa5fd3b2844,ed297c1cc80152c4e2da98baadb912e140e72d520e40019a04bb641aed1e7e3b,f327cdd898462639,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00314.png,KG5NL8,train,True,group-6dc5333ee8e12ef5,3742385320b8e6289ee6ea4f98a5cbe0b0c6a47383f02f83b84e55f2769c8b33,83a1fe5e245e03bc,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00315.png,WeHQr5,train,True,group-cf2db3f2ee46c4a2,e93a2042f6b9511081556d15b5f04b7038875e61ec691655c9b33e5f0b4cbb14,a611d9ee6f64209b,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00316.png,Y5CC3f,validation,True,group-0111827a4f6c6783,07c8e7e79ddd0af60b83c0e95f5db11b0e1a8dbedbdca317eaf2990b69b58b61,cb0b95d479f5e480,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00317.png,AFYp2S,train,True,group-31555449650efbd5,32e1977984eae368ab1465466413e2eafa1d5eebcceec293a3fba0f96e95333c,a7b991466e2d3b90,151,41,PNG
